,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,age,gender,polAffil,polAlign_1,educ,langother,englishprof,Q1_1,Q2_1,Q4_1,Q5_1,Q1_2_D_3,Q1_2_D_4,Q1_2_R_3,Q1_2_R_4,Q2_2_D_1,Q2_2_D_2,Q2_2_R_1,Q2_2_R_2,Q4_2_D_1,Q4_2_D_2,Q4_2_R_1,Q4_2_R_2,Q5_2_D_1,Q5_2_D_2,Q5_2_R_1,Q5_2_R_2,Q1_D_midpoint,Q1_R_midpoint,Q1_midpoint,Q2_D_midpoint,Q2_R_midpoint,Q2_midpoint,Q4_D_midpoint,Q4_R_midpoint,Q4_midpoint,Q5_D_midpoint,Q5_R_midpoint,Q5_midpoint
49,2022-09-20 04:54:36,2022-09-20 05:04:53,IP Address,100,616,True,2022-09-20 05:04:53,R_2y2iKjkPI4XHzZq,anonymous,EN,"I consent, begin the study.",58.0,Female,Democrat,2.0,Some college but no degree,No,Very well,0.95,0.89,0.91,0.92,0.56,0.74,0.17,0.24,0.55,0.79,0.34,0.42,0.57,0.78,0.27,0.47,0.68,0.85,0.19,0.44,0.65,0.205,0.4275,0.67,0.38,0.525,0.675,0.37,0.5225,0.765,0.315,0.54
50,2022-09-20 05:01:22,2022-09-20 05:05:12,IP Address,100,229,True,2022-09-20 05:05:12,R_1OGIQxWRqoGI2sn,anonymous,EN,"I consent, begin the study.",27.0,Male,Democrat,1.0,"Professional School Degree (For example: MD, DDS, DVM, LLB, JD)",No,Very well,0.78,0.73,0.98,0.79,0.16,0.59,0.64,0.85,0.15,0.24,0.59,0.78,0.63,0.73,0.37,0.43,0.64,0.83,0.26,0.38,0.375,0.745,0.56,0.195,0.685,0.44,0.6799999999999999,0.4,0.54,0.735,0.32,0.5275
51,2022-09-20 04:57:29,2022-09-20 05:07:02,IP Address,100,573,True,2022-09-20 05:07:03,R_3shSFH2sY1Ui5sw,anonymous,EN,"I consent, begin the study.",37.0,Non-binary / third gender,Democrat,1.0,Some college but no degree,No,Very well,0.0,0.88,1.0,0.95,0.0,0.05,0.8,1.0,0.1,0.2,0.65,1.0,0.75,1.0,0.1,0.26,0.67,0.8,0.19,0.42,0.025,0.9,0.4625,0.15,0.825,0.4875,0.875,0.18,0.5275,0.7350000000000001,0.305,0.52
52,2022-09-20 05:00:49,2022-09-20 05:08:36,IP Address,100,467,True,2022-09-20 05:08:37,R_0xCxuZ5l73i5REB,anonymous,EN,"I consent, begin the study.",26.0,Male,Democrat,0.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.0,0.25,0.75,0.25,0.0,0.5,0.0,0.75,0.0,0.6,0.0,0.75,0.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.25,0.375,0.3125,0.3,0.375,0.3375,0.625,0.5,0.5625,0.5,0.5,0.5
53,2022-09-20 04:54:33,2022-09-20 05:09:06,IP Address,100,873,True,2022-09-20 05:09:07,R_2916q8uxtTZb4mg,anonymous,EN,"I consent, begin the study.",43.0,Male,Democrat,4.0,"Bachelor's degree (For example: BA, AB, BS)",Yes,Very well,0.65,0.67,0.92,0.38,0.63,0.85,0.3,0.41,0.36,0.68,0.52,0.62,0.42,0.66,0.63,0.78,0.59,0.79,0.45,0.68,0.74,0.355,0.5475,0.52,0.5700000000000001,0.545,0.54,0.7050000000000001,0.6225,0.69,0.5650000000000001,0.6275
54,2022-09-20 05:01:08,2022-09-20 05:09:12,IP Address,100,484,True,2022-09-20 05:09:13,R_3FUww8mdKXi7wOZ,anonymous,EN,"I consent, begin the study.",29.0,Male,Democrat,3.0,Some college but no degree,Yes,Very well,1.0,0.76,1.0,1.0,0.34,0.9,0.5,0.99,0.25,0.79,0.03,1.0,0.03,0.74,0.28,1.0,0.25,1.0,0.52,0.87,0.62,0.745,0.6825,0.52,0.515,0.5175000000000001,0.385,0.64,0.5125,0.625,0.6950000000000001,0.66
55,2022-09-20 05:00:32,2022-09-20 05:10:15,IP Address,100,582,True,2022-09-20 05:10:16,R_2YeLIBTi9LlrScj,anonymous,EN,"I consent, begin the study.",64.0,Female,Democrat,1.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.24,1.0,0.77,0.77,0.03,0.05,0.95,0.98,0.82,0.91,0.12,0.16,0.9,0.96,0.08,0.13,0.8,0.9,0.12,0.2,0.04,0.965,0.5025,0.865,0.14,0.5025,0.93,0.105,0.5175,0.8500000000000001,0.16,0.505
56,2022-09-20 05:07:39,2022-09-20 05:11:10,IP Address,100,210,True,2022-09-20 05:11:12,R_2ZUgMOXx6NZgvfQ,anonymous,EN,"I consent, begin the study.",59.0,Female,Democrat,0.0,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),No,Very well,0.24,0.51,1.0,0.24,0.26,0.6,0.42,0.86,0.43,0.57,0.39,0.67,0.42,0.57,0.29,0.61,0.24,0.77,0.25,0.77,0.43,0.64,0.535,0.5,0.53,0.515,0.495,0.4499999999999999,0.4725,0.505,0.51,0.5075000000000001
57,2022-09-20 05:06:02,2022-09-20 05:11:24,IP Address,100,322,True,2022-09-20 05:11:24,R_eg1KbsjJr2TxJe1,anonymous,EN,"I consent, begin the study.",31.0,Female,Democrat,0.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.24,0.25,0.85,0.76,0.17,0.27,0.58,0.76,0.65,0.85,0.07,0.23,0.66,0.86,0.18,0.35,0.58,0.68,0.4,0.47,0.22,0.6699999999999999,0.4449999999999999,0.75,0.15,0.45,0.76,0.265,0.5125,0.63,0.435,0.5325
58,2022-09-20 05:09:11,2022-09-20 05:11:52,IP Address,100,160,True,2022-09-20 05:11:52,R_a2UtvWSxqz6kxj3,anonymous,EN,"I consent, begin the study.",20.0,Male,Democrat,2.0,Some college but no degree,Yes,Well,0.17,0.17,0.2,0.64,0.08,0.22,0.82,0.94,0.11,0.27,0.83,0.95,0.26,0.44,0.63,0.86,0.79,0.93,0.11,0.2,0.15,0.8799999999999999,0.5149999999999999,0.19,0.8899999999999999,0.5399999999999999,0.35,0.745,0.5475,0.8600000000000001,0.155,0.5075000000000001
59,2022-09-20 05:07:50,2022-09-20 05:11:59,IP Address,100,248,True,2022-09-20 05:11:59,R_3F3eOOcxsHh8JNV,anonymous,EN,"I consent, begin the study.",30.0,Female,Democrat,0.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.0,0.76,1.0,1.0,0.0,0.25,0.5,1.0,0.34,0.75,0.76,1.0,0.4,0.86,0.31,0.65,0.35,0.76,0.16,0.51,0.125,0.75,0.4375,0.545,0.88,0.7125,0.63,0.48,0.5549999999999999,0.5549999999999999,0.335,0.4449999999999999
60,2022-09-20 05:09:13,2022-09-20 05:12:36,IP Address,100,203,True,2022-09-20 05:12:37,R_zdGNSwTocwvA2rv,anonymous,EN,"I consent, begin the study.",39.0,Female,Democrat,2.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,0.85,0.63,0.76,1.0,0.45,0.77,0.0,0.16,0.38,0.66,0.68,0.97,0.76,1.0,0.28,0.67,0.25,0.45,0.27,0.57,0.61,0.08,0.345,0.52,0.825,0.6725,0.88,0.475,0.6775,0.35,0.42,0.385
61,2022-09-20 05:06:24,2022-09-20 05:12:59,IP Address,100,395,True,2022-09-20 05:13:00,R_xzxNyAvuzzujAhH,anonymous,EN,"I consent, begin the study.",52.0,Female,Democrat,0.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.0,0.0,0.63,0.51,0.0,0.02,0.57,0.65,0.29,0.4,0.0,0.08,0.72,0.85,0.0,0.11,0.58,0.64,0.0,0.14,0.01,0.61,0.31,0.345,0.04,0.1924999999999999,0.7849999999999999,0.055,0.42,0.61,0.07,0.3399999999999999
62,2022-09-20 05:03:55,2022-09-20 05:13:30,IP Address,100,575,True,2022-09-20 05:13:31,R_2nOMaU4G9mPnoSl,anonymous,EN,"I consent, begin the study.",28.0,Female,Democrat,0.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.85,0.9,1.0,1.0,0.1,0.26,0.85,1.0,0.0,0.24,0.85,1.0,0.65,1.0,0.07,0.31,0.7,0.96,0.21,0.47,0.18,0.925,0.5525,0.12,0.925,0.5225,0.825,0.19,0.5075,0.83,0.3399999999999999,0.585
63,2022-09-20 05:08:14,2022-09-20 05:13:52,IP Address,100,337,True,2022-09-20 05:13:52,R_3JFzdM4gd0uFioT,anonymous,EN,"I consent, begin the study.",26.0,Male,Democrat,4.0,Some college but no degree,No,Very well,0.34,0.15,0.66,0.66,0.05,0.21,0.94,1.0,0.18,0.4,0.77,0.97,0.77,0.95,0.16,0.3,0.83,0.97,0.03,0.22,0.13,0.97,0.55,0.29,0.87,0.5800000000000001,0.86,0.2299999999999999,0.5449999999999999,0.8999999999999999,0.125,0.5125
64,2022-09-20 05:10:55,2022-09-20 05:17:18,IP Address,100,383,True,2022-09-20 05:17:19,R_2tmuSUuhL09oc6g,anonymous,EN,"I consent, begin the study.",42.0,Male,Democrat,1.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.95,0.2,0.98,0.98,0.3,0.7,0.6,0.8,0.1,0.3,0.2,0.5,0.2,0.75,0.1,0.4,0.25,0.6,0.1,0.4,0.5,0.7,0.6,0.2,0.35,0.275,0.475,0.25,0.3625,0.425,0.25,0.3375
65,2022-09-20 05:10:18,2022-09-20 05:18:48,IP Address,100,510,True,2022-09-20 05:18:49,R_3FL2cqALctcQgif,anonymous,EN,"I consent, begin the study.",31.0,Female,Democrat,0.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.83,0.31,1.0,0.27,0.17,0.34,0.61,0.84,0.14,0.44,0.77,1.0,0.73,1.0,0.09,0.37,0.65,0.82,0.19,0.53,0.255,0.725,0.49,0.29,0.885,0.5875,0.865,0.2299999999999999,0.5475,0.735,0.36,0.5475
66,2022-09-20 04:53:43,2022-09-20 05:19:37,IP Address,100,1554,True,2022-09-20 05:19:38,R_2rMCfmrtg0aIL6m,anonymous,EN,"I consent, begin the study.",47.0,Female,Democrat,4.0,Some college but no degree,No,Very well,0.0,0.63,1.0,0.41,0.42,0.54,0.48,0.57,0.32,0.73,0.11,0.57,0.38,0.71,0.43,0.62,0.47,0.55,0.43,0.8,0.48,0.5249999999999999,0.5025,0.525,0.3399999999999999,0.4325,0.5449999999999999,0.525,0.5349999999999999,0.51,0.615,0.5625
67,2022-09-20 05:16:44,2022-09-20 05:20:27,IP Address,100,222,True,2022-09-20 05:20:28,R_vAnxEEM9blQ8BlT,anonymous,EN,"I consent, begin the study.",25.0,Female,Democrat,2.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.93,0.65,0.64,0.86,0.77,0.95,0.61,0.74,0.67,0.92,0.63,0.9,0.63,0.72,0.66,0.77,0.66,0.88,0.61,0.67,0.86,0.675,0.7675000000000001,0.795,0.765,0.78,0.675,0.7150000000000001,0.6950000000000001,0.77,0.64,0.7050000000000001
68,2022-09-20 05:15:21,2022-09-20 05:21:33,IP Address,100,371,True,2022-09-20 05:21:33,R_3iXc2v9xlJaF1Mb,anonymous,EN,"I consent, begin the study.",40.0,Female,Democrat,2.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,0.8,0.64,0.99,0.93,0.26,0.74,0.71,1.0,0.2,0.67,0.71,0.94,0.72,0.99,0.57,0.76,0.72,0.96,0.41,0.72,0.5,0.855,0.6775,0.435,0.825,0.63,0.855,0.665,0.76,0.84,0.565,0.7024999999999999
69,2022-09-20 05:16:36,2022-09-20 05:21:55,IP Address,100,318,True,2022-09-20 05:21:55,R_33rmzEDIFQgOOCk,anonymous,EN,"I consent, begin the study.",53.0,Female,Democrat,3.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,0.79,0.74,0.42,0.77,0.84,1.0,0.58,0.77,0.6,0.75,0.84,0.94,0.72,0.86,0.79,0.94,0.64,0.8,0.82,0.96,0.92,0.675,0.7975,0.675,0.8899999999999999,0.7825,0.79,0.865,0.8275,0.72,0.8899999999999999,0.8049999999999999
70,2022-09-20 05:04:24,2022-09-20 05:22:13,IP Address,100,1068,True,2022-09-20 05:22:13,R_pRbIeMreedxOaRz,anonymous,EN,"I consent, begin the study.",65.0,Male,Democrat,9.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.25,0.76,0.75,0.25,0.15,0.38,0.7,0.84,0.74,0.88,0.25,0.41,0.24,0.44,0.75,0.92,0.25,0.46,0.75,0.94,0.265,0.77,0.5175000000000001,0.81,0.3299999999999999,0.5700000000000001,0.3399999999999999,0.835,0.5874999999999999,0.355,0.845,0.6
71,2022-09-20 05:18:43,2022-09-20 05:22:14,IP Address,100,210,True,2022-09-20 05:22:14,R_4VFBwo06IEUO2at,anonymous,EN,"I consent, begin the study.",29.0,Male,Democrat,1.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.94,0.94,0.63,0.14,0.0,0.6,0.59,1.0,0.0,0.42,0.6,0.97,0.62,0.91,0.0,0.4,0.0,0.17,0.65,0.97,0.3,0.7949999999999999,0.5475,0.21,0.7849999999999999,0.4974999999999999,0.765,0.2,0.4825,0.085,0.81,0.4475
72,2022-09-20 05:01:13,2022-09-20 05:23:20,IP Address,100,1326,True,2022-09-20 05:23:20,R_22ITHjW1WG5Z1M8,anonymous,EN,"I consent, begin the study.",40.0,Male,Democrat,0.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.0,0.0,1.0,0.76,0.0,0.24,0.0,0.13,0.51,0.79,0.05,0.11,1.0,1.0,0.26,0.58,0.72,0.89,0.0,0.13,0.12,0.065,0.0925,0.65,0.08,0.365,1.0,0.42,0.71,0.8049999999999999,0.065,0.4349999999999999
73,2022-09-20 05:16:33,2022-09-20 05:23:40,IP Address,100,426,True,2022-09-20 05:23:40,R_3dSa9cZ5B4z1lin,anonymous,EN,"I consent, begin the study.",31.0,Female,Democrat,0.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.0,0.13,1.0,0.87,0.0,0.14,0.5,0.67,0.0,0.11,0.44,0.64,0.87,1.0,0.53,0.65,0.36,0.61,0.13,0.3,0.07,0.585,0.3275,0.055,0.54,0.2975,0.935,0.5900000000000001,0.7625000000000001,0.485,0.215,0.35
74,2022-09-20 05:21:24,2022-09-20 05:23:59,IP Address,100,155,True,2022-09-20 05:24:00,R_1LunZMISFwAYHpf,anonymous,EN,"I consent, begin the study.",38.0,Male,Democrat,1.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.78,0.5,1.0,1.0,0.0,0.03,0.5,1.0,0.0,0.1,0.64,1.0,0.77,1.0,0.0,0.51,0.0,0.5,0.5,1.0,0.015,0.75,0.3825,0.05,0.8200000000000001,0.435,0.885,0.255,0.5700000000000001,0.25,0.75,0.5
75,2022-09-20 05:19:04,2022-09-20 05:24:07,IP Address,100,302,True,2022-09-20 05:24:07,R_1oB8pYZJHPELXNP,anonymous,EN,"I consent, begin the study.",36.0,Female,Democrat,4.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.67,0.63,0.5,0.66,0.16,0.43,0.65,0.96,0.25,0.5,0.56,0.93,0.72,0.92,0.36,0.69,0.49,0.82,0.13,0.5,0.295,0.8049999999999999,0.5499999999999999,0.375,0.7450000000000001,0.56,0.8200000000000001,0.5249999999999999,0.6725,0.655,0.315,0.485
76,2022-09-20 05:08:12,2022-09-20 05:24:22,IP Address,100,970,True,2022-09-20 05:24:22,R_3PiaelSE9t8FY0k,anonymous,EN,"I consent, begin the study.",43.0,Female,Democrat,1.0,Some college but no degree,Yes,Very well,0.22,0.59,0.87,0.21,0.1,0.7,0.49,0.5,0.01,0.01,0.51,0.51,0.99,0.99,0.26,0.26,0.51,0.51,0.51,0.51,0.3999999999999999,0.495,0.4475,0.01,0.51,0.26,0.99,0.26,0.625,0.51,0.51,0.51
77,2022-09-20 05:16:39,2022-09-20 05:24:48,IP Address,100,489,True,2022-09-20 05:24:49,R_3m3Rdwo1JNvfjpg,anonymous,EN,"I consent, begin the study.",28.0,Male,Democrat,0.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.7,0.9,0.76,0.74,0.1,0.2,0.76,0.9,0.0,0.09,0.7,0.84,0.25,0.75,0.1,0.35,0.1,0.3,0.7,0.89,0.15,0.8300000000000001,0.49,0.045,0.77,0.4075,0.5,0.2249999999999999,0.3625,0.2,0.7949999999999999,0.4974999999999999
78,2022-09-20 05:20:05,2022-09-20 05:25:35,IP Address,100,330,True,2022-09-20 05:25:35,R_OjbE2IztkkbUJEJ,anonymous,EN,"I consent, begin the study.",27.0,Male,Democrat,0.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,0.6,0.25,0.76,0.78,0.6,0.8,0.35,0.6,0.5,0.7,0.1,0.3,0.25,0.4,0.7,0.9,0.25,0.5,0.7,1.0,0.7,0.475,0.5874999999999999,0.6,0.2,0.4,0.325,0.8,0.5625,0.375,0.85,0.6125
79,2022-09-20 05:12:33,2022-09-20 05:26:38,IP Address,100,844,True,2022-09-20 05:26:38,R_cZveu3X4500pDe9,anonymous,EN,"I consent, begin the study.",42.0,Male,Democrat,3.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,0.0,0.23,0.78,0.77,0.0,0.22,0.65,1.0,0.0,0.27,0.43,1.0,0.71,1.0,0.07,0.6,0.42,0.96,0.21,0.63,0.11,0.825,0.4674999999999999,0.135,0.715,0.425,0.855,0.3349999999999999,0.595,0.69,0.42,0.5549999999999999
80,2022-09-20 05:20:11,2022-09-20 05:26:44,IP Address,100,392,True,2022-09-20 05:26:44,R_300Ehxa1iSr5Xjz,anonymous,EN,"I consent, begin the study.",37.0,Female,Democrat,2.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.6,0.0,0.88,0.26,0.1,0.21,0.86,0.92,0.03,0.21,0.71,0.85,0.3,0.72,0.03,0.57,0.64,0.71,0.34,0.58,0.155,0.89,0.5225,0.12,0.78,0.45,0.51,0.3,0.405,0.675,0.4599999999999999,0.5675
81,2022-09-20 05:18:36,2022-09-20 05:27:32,IP Address,100,536,True,2022-09-20 05:27:32,R_1g87RqxoyyoIYEL,anonymous,EN,"I consent, begin the study.",24.0,Male,Democrat,5.0,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),No,Very well,1.0,0.75,0.25,0.75,0.51,0.75,0.5,0.74,0.0,0.25,0.75,1.0,0.0,0.25,0.75,1.0,0.51,0.75,0.75,1.0,0.63,0.62,0.625,0.125,0.875,0.5,0.125,0.875,0.5,0.63,0.875,0.7525
82,2022-09-20 05:16:00,2022-09-20 05:28:31,IP Address,100,751,True,2022-09-20 05:28:31,R_1qVwhaK1gPKNOen,anonymous,EN,"I consent, begin the study.",58.0,Male,Democrat,3.0,Some college but no degree,No,Very well,0.2,0.25,0.75,0.8,0.3,0.6,0.4,0.9,0.4,0.5,0.6,0.85,0.4,0.8,0.25,0.6,0.45,0.85,0.3,0.6,0.4499999999999999,0.65,0.55,0.45,0.725,0.5875,0.6000000000000001,0.425,0.5125000000000001,0.65,0.4499999999999999,0.55
83,2022-09-20 05:21:50,2022-09-20 05:28:38,IP Address,100,407,True,2022-09-20 05:28:38,R_2y72FA3YTH67dVx,anonymous,EN,"I consent, begin the study.",65.0,Female,Democrat,0.0,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),No,Very well,0.51,1.0,0.5,0.78,0.3,0.8,0.37,0.66,0.22,0.93,0.35,0.4,0.77,0.8,0.39,0.45,0.71,0.8,0.3,0.41,0.55,0.515,0.5325,0.5750000000000001,0.375,0.475,0.785,0.42,0.6025,0.755,0.355,0.5549999999999999
84,2022-09-20 05:21:15,2022-09-20 05:29:07,IP Address,100,471,True,2022-09-20 05:29:07,R_1lABqICGRsmGu2F,anonymous,EN,"I consent, begin the study.",43.0,Male,Democrat,1.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.75,0.0,1.0,1.0,0.05,0.48,0.7,0.96,0.03,0.27,0.77,1.0,0.69,0.95,0.11,0.4,0.6,0.85,0.25,0.5,0.265,0.83,0.5475,0.15,0.885,0.5175000000000001,0.82,0.255,0.5375,0.725,0.375,0.55
85,2022-09-20 05:26:07,2022-09-20 05:29:15,IP Address,100,187,True,2022-09-20 05:29:15,R_2B40lCOiKaVbK7b,anonymous,EN,"I consent, begin the study.",28.0,Male,Democrat,1.0,Some college but no degree,No,Very well,0.23,0.77,0.28,0.72,0.54,0.72,0.5,0.66,0.5,0.68,0.5,0.7,0.5,0.64,0.5,0.67,0.5,0.69,0.45,0.6,0.63,0.5800000000000001,0.605,0.5900000000000001,0.6,0.595,0.5700000000000001,0.585,0.5775,0.595,0.525,0.56
86,2022-09-20 05:20:37,2022-09-20 05:29:48,IP Address,100,550,True,2022-09-20 05:29:48,R_3R7KAy2Hd9w2JX4,anonymous,EN,"I consent, begin the study.",43.0,Female,Democrat,2.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.1,0.25,0.25,0.9,0.5,0.65,0.2,0.31,0.06,0.28,0.46,0.7,0.4,0.65,0.6,0.75,0.65,0.71,0.62,0.8,0.575,0.255,0.415,0.17,0.58,0.375,0.525,0.675,0.6000000000000001,0.6799999999999999,0.71,0.695
87,2022-09-20 05:19:13,2022-09-20 05:30:27,IP Address,100,673,True,2022-09-20 05:30:27,R_3psOTdxkUKXHaG9,anonymous,EN,"I consent, begin the study.",50.0,Male,Democrat,4.0,Some college but no degree,No,Very well,0.6,0.42,0.65,0.93,0.41,0.7,0.06,0.96,0.44,0.77,0.11,0.88,0.41,0.65,0.09,0.86,0.31,0.57,0.08,0.91,0.5549999999999999,0.51,0.5325,0.605,0.495,0.55,0.53,0.475,0.5025,0.4399999999999999,0.495,0.4674999999999999
88,2022-09-20 05:24:48,2022-09-20 05:30:45,IP Address,100,356,True,2022-09-20 05:30:45,R_2YGvAi2TSvSuSW5,anonymous,EN,"I consent, begin the study.",47.0,Female,Democrat,3.0,"Doctorate degree (For example: PhD, EdD)",No,Very well,0.25,0.24,0.77,0.76,0.63,1.0,0.36,0.7,0.0,0.33,0.66,1.0,0.51,0.85,0.47,0.58,0.65,0.88,0.24,0.38,0.815,0.53,0.6725,0.165,0.8300000000000001,0.4975,0.6799999999999999,0.5249999999999999,0.6024999999999999,0.765,0.31,0.5375
89,2022-09-20 05:09:38,2022-09-20 05:31:12,IP Address,100,1294,True,2022-09-20 05:31:13,R_urarJ5m12PqyqAN,anonymous,EN,"I consent, begin the study.",32.0,Male,Democrat,3.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Yes,Very well,0.59,0.61,0.42,0.69,0.39,0.59,0.4,0.6,0.38,0.58,0.45,0.56,0.39,0.56,0.48,0.53,0.45,0.58,0.45,0.61,0.49,0.5,0.495,0.48,0.505,0.4925,0.475,0.505,0.49,0.515,0.53,0.5225
90,2022-09-20 05:08:35,2022-09-20 05:31:48,IP Address,100,1393,True,2022-09-20 05:31:48,R_1Cqfpzr3sRIdJMD,anonymous,EN,"I consent, begin the study.",53.0,Female,Democrat,2.0,Some college but no degree,No,Very well,0.25,0.0,0.25,0.75,0.51,0.75,0.75,1.0,0.25,0.75,0.5,1.0,0.25,0.49,0.52,0.75,0.0,0.25,0.51,0.54,0.63,0.875,0.7525,0.5,0.75,0.625,0.37,0.635,0.5025,0.125,0.525,0.325
91,2022-09-20 05:26:25,2022-09-20 05:33:31,IP Address,100,426,True,2022-09-20 05:33:32,R_ZK08ufwgYgF25AR,anonymous,EN,"I consent, begin the study.",40.0,Male,Democrat,0.0,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),No,Very well,0.25,0.86,0.15,0.39,0.07,0.23,0.1,0.2,0.06,0.28,0.13,0.9,0.16,0.4,0.07,0.09,0.18,0.2,0.19,0.27,0.15,0.15,0.15,0.17,0.515,0.3425,0.28,0.08,0.18,0.19,0.23,0.21
92,2022-09-20 05:23:49,2022-09-20 05:33:44,IP Address,100,595,True,2022-09-20 05:33:44,R_3CK5RZlrw7jSSG3,anonymous,EN,"I consent, begin the study.",55.0,Female,Democrat,5.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,0.85,0.8,1.0,0.7,0.3,0.6,0.63,0.88,0.38,0.67,0.6,0.9,0.65,0.87,0.36,0.62,0.58,0.83,0.41,0.72,0.4499999999999999,0.755,0.6025,0.525,0.75,0.6375,0.76,0.49,0.625,0.705,0.565,0.635
93,2022-09-20 05:29:54,2022-09-20 05:34:06,IP Address,100,252,True,2022-09-20 05:34:07,R_ZeFqnYjxjQcYFhv,anonymous,EN,"I consent, begin the study.",39.0,Female,Democrat,0.0,Some college but no degree,No,Very well,0.35,0.12,1.0,1.0,0.0,0.4,0.25,0.66,0.0,0.18,0.07,0.39,0.59,1.0,0.54,0.93,0.61,1.0,0.55,0.96,0.2,0.455,0.3275,0.09,0.23,0.16,0.7949999999999999,0.7350000000000001,0.765,0.8049999999999999,0.755,0.78
94,2022-09-20 05:26:50,2022-09-20 05:34:16,IP Address,100,445,True,2022-09-20 05:34:16,R_1GNtragKbzgG8OJ,anonymous,EN,"I consent, begin the study.",56.0,Male,Democrat,1.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,0.0,1.0,1.0,1.0,0.0,0.13,0.79,1.0,0.74,1.0,0.13,0.42,0.76,1.0,0.13,0.39,0.0,0.3,0.24,0.64,0.065,0.895,0.48,0.87,0.275,0.5725,0.88,0.26,0.5700000000000001,0.15,0.44,0.295
95,2022-09-20 05:19:27,2022-09-20 05:34:56,IP Address,100,929,True,2022-09-20 05:34:56,R_2f21BPa1qqEsZ2B,anonymous,EN,"I consent, begin the study.",42.0,Male,Democrat,2.0,Associate degree in college - Occupational/vocational program,No,Very well,0.07,0.09,0.08,0.09,0.05,0.1,0.93,0.97,0.07,0.14,0.84,0.91,0.81,0.87,0.04,0.08,0.78,0.88,0.08,0.11,0.075,0.95,0.5125,0.105,0.875,0.49,0.8400000000000001,0.06,0.45,0.8300000000000001,0.095,0.4625
96,2022-09-20 05:26:19,2022-09-20 05:35:32,IP Address,100,552,True,2022-09-20 05:35:32,R_3KpRfMvu5crHxPw,anonymous,EN,"I consent, begin the study.",21.0,Non-binary / third gender,Democrat,0.0,Some college but no degree,Yes,Very well,0.08,0.1,1.0,0.25,0.0,0.36,0.62,1.0,0.0,0.39,0.66,1.0,0.36,1.0,0.0,0.5,0.12,0.45,0.13,0.47,0.18,0.81,0.495,0.195,0.8300000000000001,0.5125000000000001,0.6799999999999999,0.25,0.4649999999999999,0.285,0.3,0.2925
97,2022-09-20 05:28:22,2022-09-20 05:35:37,IP Address,100,434,True,2022-09-20 05:35:37,R_5AnRT7XXGmNnM0F,anonymous,EN,"I consent, begin the study.",44.0,Female,Democrat,1.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,1.0,1.0,1.0,1.0,0.6,0.9,0.8,1.0,0.65,0.85,0.8,0.95,0.9,1.0,0.75,0.95,0.85,1.0,0.6,0.9,0.75,0.9,0.825,0.75,0.875,0.8125,0.95,0.85,0.8999999999999999,0.925,0.75,0.8375
